,0
7891,Wiz
7892,Wnk1
7893,Wnt5b
7894,Wrap73
7895,Wrn
7896,Wrnip1
7897,Wsb1
7898,Wsb2
7899,Wtap
7900,Wwc1
7901,Wwc2
7902,Wwox
7903,Wwp1
7904,Wwp2
7905,Wwtr1
7906,Xab2
7907,Xaf1
7908,Xbp1
7909,Xdh
7910,Xiap
7911,Xkr9
7912,Xpa
7913,Xpc
7914,Xpnpep1
7915,Xpnpep3
7916,Xpo1
7917,Xpo5
7918,Xpo6
7919,Xpot
7920,Xpr1
7921,Xrcc4
7922,Xrcc5
7923,Xrcc6
7924,Xrn1
7925,Xrn2
7926,Xylb
7927,Xylt2
7928,Yaf2
7929,Yap1
7930,Yars
7931,Yars2
7932,Ybey
7933,Ybx1
7934,Ybx3
7935,Yeats4
7936,Yes1
7937,Yif1a
7938,Yif1b
7939,Yipf1
7940,Yipf2
7941,Yipf3
7942,Yipf4
7943,Yipf5
7944,Yipf6
7945,Yjefn3
7946,Ykt6
7947,Ylpm1
7948,Yme1l1
7949,Yod1
7950,Ypel2
7951,Ypel3
7952,Ypel5
7953,Yrdc
7954,Ythdc1
7955,Ythdf1
7956,Ythdf2
7957,Ythdf3
7958,Ywhab
7959,Ywhae
7960,Ywhag
7961,Ywhah
7962,Ywhaq
7963,Ywhaz
7964,Yy1
7965,Zadh2
7966,Zap70
7967,Zbed5
7968,Zbp1
7969,Zbtb1
7970,Zbtb10
7971,Zbtb11
7972,Zbtb16
7973,Zbtb18
7974,Zbtb20
7975,Zbtb24
7976,Zbtb33
7977,Zbtb38
7978,Zbtb4
7979,Zbtb41
7980,Zbtb43
7981,Zbtb44
7982,Zbtb48
7983,Zbtb5
7984,Zbtb7a
7985,Zbtb7b
7986,Zbtb8os
7987,Zc3h10
7988,Zc3h11a
7989,Zc3h12a
7990,Zc3h12c
7991,Zc3h13
7992,Zc3h14
7993,Zc3h15
7994,Zc3h4
7995,Zc3h7a
7996,Zc3h7b
7997,Zc3hav1
7998,Zc3hc1
7999,Zcchc10
8000,Zcchc14
8001,Zcchc17
8002,Zcchc2
8003,Zcchc24
8004,Zcchc7
8005,Zcchc8
8006,Zcchc9
8007,Zcrb1
8008,Zdhhc12
8009,Zdhhc16
8010,Zdhhc17
8011,Zdhhc18
8012,Zdhhc20
8013,Zdhhc21
8014,Zdhhc3
8015,Zdhhc4
8016,Zdhhc5
8017,Zdhhc6
8018,Zdhhc7
8019,Zdhhc9
8020,Zeb1
8021,Zer1
8022,Zfand1
8023,Zfand2a
8024,Zfand2b
8025,Zfand3
8026,Zfand4
8027,Zfand5
8028,Zfand6
8029,Zfc3h1
8030,Zfhx2
8031,Zfhx3
8032,Zfhx4
8033,Zfp106
8034,Zfp110
8035,Zfp120
8036,Zfp131
8037,Zfp148
8038,Zfp180
8039,Zfp207
8040,Zfp217
8041,Zfp236
8042,Zfp24
8043,Zfp260
8044,Zfp263
8045,Zfp266
8046,Zfp275
8047,Zfp277
8048,Zfp280d
8049,Zfp281
8050,Zfp292
8051,Zfp317
8052,Zfp318
8053,Zfp322a
8054,Zfp326
8055,Zfp330
8056,Zfp35
8057,Zfp36
8058,Zfp367
8059,Zfp369
8060,Zfp36l1
8061,Zfp36l2
8062,Zfp384
8063,Zfp385a
8064,Zfp385b
8065,Zfp386
8066,Zfp395
8067,Zfp397
8068,Zfp410
8069,Zfp422
8070,Zfp426
8071,Zfp433
8072,Zfp444
8073,Zfp445
8074,Zfp451
8075,Zfp467
8076,Zfp507
8077,Zfp511
8078,Zfp512
8079,Zfp518a
8080,Zfp523
8081,Zfp524
8082,Zfp53
8083,Zfp553
8084,Zfp560
8085,Zfp568
8086,Zfp574
8087,Zfp592
8088,Zfp593
8089,Zfp597
8090,Zfp598
8091,Zfp609
8092,Zfp612
8093,Zfp617
8094,Zfp62
8095,Zfp622
8096,Zfp623
8097,Zfp637
8098,Zfp638
8099,Zfp639
8100,Zfp652
8101,Zfp654
8102,Zfp655
8103,Zfp664
8104,Zfp672
8105,Zfp68
8106,Zfp703
8107,Zfp704
8108,Zfp706
8109,Zfp707
8110,Zfp710
8111,Zfp729b
8112,Zfp738
8113,Zfp740
8114,Zfp746
8115,Zfp750
8116,Zfp768
8117,Zfp771
8118,Zfp777
8119,Zfp787
8120,Zfp800
8121,Zfp809
8122,Zfp825
8123,Zfp830
8124,Zfp839
8125,Zfp846
8126,Zfp871
8127,Zfp874a
8128,Zfp874b
8129,Zfp91
8130,Zfp931
8131,Zfp938
8132,Zfp942
8133,Zfp943
8134,Zfp944
8135,Zfp945
8136,Zfp946
8137,Zfp949
8138,Zfp950
8139,Zfp955b
8140,Zfp958
8141,Zfp960
8142,Zfp961
8143,Zfp97
8144,Zfp973
8145,Zfp994
8146,Zfr
8147,Zfx
8148,Zfyve1
8149,Zfyve19
8150,Zfyve21
8151,Zfyve26
8152,Zfyve27
8153,Zfyve9
8154,Zgpat
8155,Zhx2
8156,Zhx3
8157,Zkscan1
8158,Zkscan17
8159,Zkscan3
8160,Zkscan5
8161,Zmat1
8162,Zmat2
8163,Zmat3
8164,Zmat5
8165,Zmiz1
8166,Zmiz2
8167,Zmpste24
8168,Zmym2
8169,Zmym4
8170,Zmym5
8171,Zmynd11
8172,Zmynd19
8173,Zmynd8
8174,Znfx1
8175,Znhit1
8176,Znhit2
8177,Znhit3
8178,Znhit6
8179,Znrd1
8180,Znrd1as
8181,Znrf1
8182,Znrf2
8183,Znrf3
8184,Zpr1
8185,Zranb1
8186,Zranb2
8187,Zrsr1
8188,Zrsr2
8189,Zscan21
8190,Zscan26
8191,Zscan29
8192,Zswim4
8193,Zswim7
8194,Zswim8
8195,Zup1
8196,Zw10
8197,Zwint
8198,Zxdc
8199,Zyg11b
8200,Zyx
8201,Zzef1
8202,Zzz3
